time,temperature_2m_mean (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%)
2020-11-15,16.7,76,5.50,17.7,100,52
2020-11-16,16.3,81,1.20,14.3,51,51
2020-11-17,16.2,66,0.00,10.8,319,0
2020-11-18,14.9,62,0.00,9.7,256,1
2020-11-19,15.6,56,0.00,9.0,157,3
2020-11-20,15.6,57,0.00,16.9,331,0
2020-11-21,14.4,52,0.00,12.2,322,4
2020-11-22,14.1,56,0.00,10.6,336,53
2020-11-23,15.4,60,0.00,9.4,15,85
2020-11-24,17.3,59,0.00,17.7,28,95
2020-11-25,15.3,74,3.10,13.4,64,71
2020-11-26,15.2,70,0.00,11.4,358,10
2020-11-27,15.5,64,0.00,13.3,327,0
2020-11-28,14.8,59,0.00,11.5,307,21
2020-11-29,15.0,66,0.00,9.0,309,57
2020-11-30,15.6,70,0.00,10.1,334,17
2020-12-01,17.2,66,0.00,7.7,349,0
2020-12-02,17.0,71,0.00,9.3,315,0
2020-12-03,17.4,71,0.00,7.6,90,0
2020-12-04,17.3,74,0.00,9.7,100,0
2020-12-05,18.1,71,0.00,12.1,87,42
2020-12-06,18.0,75,0.00,8.7,59,6
2020-12-07,17.4,71,0.00,10.0,340,25
2020-12-08,16.3,68,0.00,12.2,359,18
2020-12-09,15.6,76,1.30,12.7,351,71
2020-12-10,16.1,74,0.00,10.6,343,1
2020-12-11,14.5,72,2.70,20.0,334,56
2020-12-12,13.4,78,5.00,9.7,335,14
2020-12-13,12.0,82,0.00,8.9,300,8
2020-12-14,11.4,78,0.00,10.1,289,0
2020-12-15,10.5,79,0.00,9.8,306,1
2020-12-16,9.6,80,0.00,9.6,307,7
2020-12-17,9.2,69,0.00,11.0,307,0
2020-12-18,9.4,67,0.00,11.5,310,0
2020-12-19,9.9,67,0.00,10.8,324,11
2020-12-20,11.8,68,0.00,10.9,323,61
2020-12-21,13.0,72,0.00,10.3,297,28
2020-12-22,12.6,74,0.00,9.8,320,0
2020-12-23,13.1,74,0.00,6.6,140,0
2020-12-24,12.1,78,0.00,7.4,74,35
2020-12-25,11.6,80,0.00,9.2,53,24
2020-12-26,10.5,85,0.00,7.9,121,31
2020-12-27,9.4,91,6.20,15.2,135,50
2020-12-28,9.7,74,0.00,14.5,124,16
2020-12-29,8.6,78,0.00,11.4,309,0
2020-12-30,8.7,77,0.00,9.5,325,0
2020-12-31,8.2,83,0.00,11.1,331,75
2021-01-01,9.3,80,0.00,9.5,144,34
2021-01-02,9.8,86,2.60,11.7,45,71
2021-01-03,13.9,87,2.40,15.3,79,65
2021-01-04,15.4,88,11.20,15.5,90,71
2021-01-05,15.0,93,23.10,20.5,101,93
2021-01-06,14.1,90,0.30,20.4,208,53
2021-01-07,12.2,91,0.00,8.9,293,46
2021-01-08,12.4,87,0.00,8.8,270,51
2021-01-09,10.9,86,0.00,9.9,312,20
2021-01-10,9.7,89,0.00,9.7,294,34
2021-01-11,10.2,88,0.00,7.0,185,40
2021-01-12,9.4,91,0.00,7.6,291,56
2021-01-13,8.3,90,0.00,6.5,146,54
2021-01-14,8.5,91,0.00,9.2,86,96
2021-01-15,9.5,91,0.00,5.4,12,64
2021-01-16,8.4,95,0.00,6.2,306,80
2021-01-17,8.4,90,0.00,11.9,104,62
2021-01-18,11.1,89,0.00,11.2,63,4
2021-01-19,12.0,85,0.00,9.2,310,0
2021-01-20,12.4,83,0.00,10.7,288,0
2021-01-21,11.4,79,0.00,11.4,278,15
2021-01-22,12.0,82,0.00,17.2,113,71
2021-01-23,12.1,83,0.80,17.0,133,56
2021-01-24,11.3,82,0.00,10.9,334,37
2021-01-25,11.5,69,0.00,10.4,299,1
2021-01-26,10.7,72,0.00,11.5,303,0
2021-01-27,10.9,71,0.00,10.7,299,0
2021-01-28,11.3,73,0.00,11.1,292,0
2021-01-29,11.0,74,0.00,10.5,296,0
2021-01-30,10.9,70,0.00,12.3,288,39
2021-01-31,12.8,68,0.00,10.9,123,11
2021-02-01,13.2,76,0.00,9.8,40,0
2021-02-02,13.1,74,0.00,11.3,8,19
2021-02-03,13.8,77,1.10,17.8,80,20
2021-02-04,12.7,78,0.00,18.7,59,15
2021-02-05,12.2,77,0.00,9.2,49,1
2021-02-06,13.3,73,0.00,13.8,309,0
2021-02-07,14.9,69,0.00,10.5,292,0
2021-02-08,15.2,74,0.00,10.2,132,29
2021-02-09,15.5,75,0.00,9.1,145,8
2021-02-10,16.2,77,0.00,9.0,55,0
2021-02-11,16.2,78,0.00,9.0,230,0
2021-02-12,16.1,79,0.00,7.9,43,80
2021-02-13,15.9,84,0.00,8.3,127,81
2021-02-14,15.3,87,0.00,9.2,66,41
2021-02-15,15.3,88,0.00,8.4,94,69
2021-02-16,16.0,87,0.00,9.4,20,48
2021-02-17,17.1,82,0.00,6.4,130,19
2021-02-18,16.4,85,0.00,9.5,105,24
2021-02-19,16.6,80,0.00,8.1,177,21
2021-02-20,17.3,75,0.00,8.0,159,41
2021-02-21,18.2,72,0.00,9.0,273,28
2021-02-22,18.3,75,0.00,10.6,156,13
2021-02-23,18.9,78,0.00,11.4,112,20
2021-02-24,19.0,75,0.00,10.6,76,9
2021-02-25,20.6,66,0.00,14.1,63,3
2021-02-26,20.7,72,0.00,17.4,135,14
2021-02-27,19.5,68,0.00,19.5,191,6
2021-02-28,17.7,72,0.00,9.2,75,1
2021-03-01,18.3,63,0.00,17.3,315,0
2021-03-02,18.6,50,0.00,17.3,297,0
2021-03-03,19.1,59,0.00,9.4,106,0
2021-03-04,19.3,64,0.00,10.0,56,7
2021-03-05,19.9,58,0.00,14.8,308,0
2021-03-06,19.4,57,0.00,17.1,17,47
2021-03-07,22.4,48,0.20,20.1,103,35
2021-03-08,21.6,59,0.70,16.9,69,21
2021-03-09,21.6,58,0.00,16.8,27,1
2021-03-10,21.8,63,0.00,10.7,341,20
2021-03-11,21.3,61,0.00,17.7,52,60
2021-03-12,19.9,58,1.30,22.9,50,42
2021-03-13,19.6,58,0.00,14.2,336,42
2021-03-14,20.5,64,0.00,15.2,323,4
2021-03-15,20.6,64,0.00,11.2,324,32
2021-03-16,22.0,64,0.00,11.9,344,31
2021-03-17,22.0,63,0.70,13.0,331,71
2021-03-18,22.6,58,0.00,14.2,350,70
2021-03-19,22.7,52,0.10,12.8,334,46
2021-03-20,22.5,52,0.00,13.4,313,46
2021-03-21,21.0,64,0.00,21.0,28,95
2021-03-22,20.7,65,2.60,26.6,62,77
2021-03-23,19.8,68,3.90,31.6,116,62
2021-03-24,19.4,67,0.60,15.5,358,25
2021-03-25,20.3,63,0.00,15.6,317,16
2021-03-26,21.5,62,0.00,10.1,313,5
2021-03-27,23.0,63,0.00,9.1,348,4
2021-03-28,25.5,59,0.00,18.8,103,18
2021-03-29,27.6,46,0.00,22.8,121,9
2021-03-30,25.5,45,0.00,19.2,349,3
2021-03-31,24.1,19,0.00,24.4,315,0
2021-04-01,23.2,18,0.00,25.7,307,0
2021-04-02,21.5,20,0.00,19.7,298,0
2021-04-03,22.1,31,0.00,12.5,14,4
2021-04-04,23.7,36,0.00,15.2,21,65
2021-04-05,24.8,38,0.00,17.2,35,80
2021-04-06,24.4,45,3.10,28.8,2,81
2021-04-07,22.9,59,0.30,15.3,25,4
2021-04-08,22.4,41,0.00,13.9,331,2
2021-04-09,24.0,38,0.00,14.6,351,5
2021-04-10,25.7,30,0.00,14.5,345,9
2021-04-11,26.2,34,0.00,12.7,15,56
2021-04-12,27.0,34,0.00,18.5,18,77
2021-04-13,27.9,35,0.00,13.2,340,72
2021-04-14,28.1,32,0.00,19.3,346,81
2021-04-15,26.8,36,0.00,21.9,21,93
2021-04-16,24.9,45,2.90,28.6,346,84
2021-04-17,21.4,77,7.80,19.0,71,58
2021-04-18,23.6,62,0.00,14.1,36,22
2021-04-19,25.4,41,0.00,15.0,356,44
2021-04-20,22.7,48,0.80,17.9,350,95
2021-04-21,21.2,63,1.40,15.5,58,38
2021-04-22,21.3,66,0.10,25.5,105,45
2021-04-23,21.1,59,3.30,20.0,44,44
2021-04-24,22.6,52,0.00,13.1,346,0
2021-04-25,26.7,35,0.00,10.8,309,3
2021-04-26,27.9,35,0.00,10.8,32,8
2021-04-27,29.8,34,0.00,27.7,53,31
2021-04-28,30.8,27,0.00,19.5,345,37
2021-04-29,30.9,26,0.00,25.4,51,48
2021-04-30,31.0,30,0.00,16.8,76,68
2021-05-01,31.1,28,0.00,15.0,71,56
2021-05-02,31.7,30,0.00,11.7,79,12
2021-05-03,31.7,31,0.00,10.1,228,19
2021-05-04,30.6,37,1.50,18.1,86,31
2021-05-05,29.4,44,0.00,16.9,31,31
2021-05-06,28.8,42,0.90,21.4,313,65
2021-05-07,28.5,44,0.50,19.7,67,59
2021-05-08,29.4,41,0.00,13.5,46,22
2021-05-09,30.1,36,0.40,15.6,79,37
2021-05-10,30.9,37,0.00,25.3,93,39
2021-05-11,29.8,42,0.00,16.9,80,30
2021-05-12,28.5,46,0.30,11.6,59,59
2021-05-13,26.2,59,1.00,20.3,97,38
2021-05-14,26.9,53,0.20,17.1,55,33
2021-05-15,28.7,42,0.00,15.5,355,27
2021-05-16,30.6,32,0.00,14.5,349,24
2021-05-17,31.6,29,0.00,15.5,343,3
2021-05-18,32.3,27,0.00,19.6,248,33
2021-05-19,29.2,44,0.00,17.6,178,44
2021-05-20,29.2,46,0.00,26.1,202,8
2021-05-21,30.2,43,0.20,29.0,103,13
2021-05-22,30.4,38,0.00,10.2,64,30
2021-05-23,28.9,37,0.00,16.6,1,55
2021-05-24,29.8,37,0.00,17.6,308,3
2021-05-25,31.4,28,0.00,14.5,324,1
2021-05-26,32.5,26,0.00,15.8,321,0
2021-05-27,34.2,24,0.00,13.1,312,0
2021-05-28,34.8,28,0.00,14.8,257,2
2021-05-29,35.0,34,0.00,29.3,106,11
2021-05-30,33.8,44,0.00,21.9,113,13
2021-05-31,31.8,47,0.60,31.0,87,19
2021-06-01,28.7,57,3.30,14.8,115,44
2021-06-02,30.6,49,0.40,10.7,354,17
2021-06-03,29.7,54,1.40,17.6,82,28
2021-06-04,29.5,54,0.90,9.6,75,18
2021-06-05,30.9,51,0.40,14.9,75,14
2021-06-06,32.7,45,0.00,10.0,211,7
2021-06-07,35.1,37,0.00,11.2,238,8
2021-06-08,36.1,38,0.00,12.4,237,0
2021-06-09,37.3,39,0.00,15.8,228,11
2021-06-10,36.7,42,0.00,18.1,189,18
2021-06-11,35.4,49,0.10,19.0,137,8
2021-06-12,35.0,48,0.00,22.7,112,10
2021-06-13,30.6,61,4.00,25.6,114,35
2021-06-14,31.3,52,0.00,11.6,77,4
2021-06-15,31.8,51,0.00,15.9,153,41
2021-06-16,29.5,60,0.10,12.2,121,19
2021-06-17,30.5,53,0.00,8.0,61,23
2021-06-18,32.9,42,0.00,13.1,138,31
2021-06-19,33.4,44,0.00,22.7,143,7
2021-06-20,32.4,49,0.00,18.8,120,12
2021-06-21,32.9,44,0.00,11.6,288,14
2021-06-22,33.8,41,0.00,12.4,278,4
2021-06-23,34.4,37,0.00,10.0,190,6
2021-06-24,33.3,40,0.10,24.7,106,14
2021-06-25,33.5,42,0.00,15.1,129,17
2021-06-26,31.9,47,0.00,13.0,136,21
2021-06-27,33.2,45,0.00,10.9,232,8
2021-06-28,34.7,40,0.00,14.2,274,1
2021-06-29,35.9,35,0.00,18.7,272,8
2021-06-30,36.5,35,0.00,17.1,240,4
2021-07-01,36.2,39,0.00,18.5,216,5
2021-07-02,35.9,39,0.20,14.8,203,15
2021-07-03,33.5,48,0.10,18.7,124,24
2021-07-04,34.5,47,0.00,12.3,240,10
2021-07-05,34.4,47,0.00,14.6,286,8
2021-07-06,35.2,45,0.00,10.1,252,6
2021-07-07,35.8,40,0.00,10.8,261,8
2021-07-08,35.0,44,0.00,20.7,164,16
2021-07-09,34.2,52,0.00,15.6,124,38
2021-07-10,33.6,59,0.30,10.7,126,25
2021-07-11,33.2,64,1.70,16.8,102,36
2021-07-12,29.8,75,5.00,26.7,116,48
2021-07-13,29.0,78,2.90,17.3,103,51
2021-07-14,30.2,71,0.20,12.3,88,69
2021-07-15,31.1,68,0.00,14.8,103,39
2021-07-16,32.2,68,0.60,13.7,111,11
2021-07-17,33.7,61,0.20,13.6,136,5
2021-07-18,34.9,61,0.00,21.4,130,46
2021-07-19,30.4,76,7.20,23.0,115,78
2021-07-20,27.4,85,20.80,17.8,114,74
2021-07-21,28.5,80,2.40,12.6,115,48
2021-07-22,29.8,77,0.60,11.6,101,38
2021-07-23,29.7,73,0.30,19.5,110,51
2021-07-24,32.0,65,0.20,9.1,108,36
2021-07-25,32.5,70,0.40,11.6,110,47
2021-07-26,31.0,80,1.50,14.1,118,99
2021-07-27,29.7,86,8.40,13.0,148,99
2021-07-28,27.0,93,18.30,15.5,133,100
2021-07-29,27.8,82,15.10,14.4,105,62
2021-07-30,28.0,83,4.30,17.7,104,47
2021-07-31,29.0,81,2.10,17.3,103,50
2021-08-01,29.6,79,4.50,11.5,132,29
2021-08-02,30.2,81,3.00,9.1,115,23
2021-08-03,30.2,81,0.20,11.5,116,12
2021-08-04,30.3,79,0.10,10.0,111,12
2021-08-05,30.4,79,5.60,13.0,107,19
2021-08-06,29.8,79,0.80,14.4,95,22
2021-08-07,30.6,75,0.00,9.9,120,17
2021-08-08,30.8,76,0.30,13.4,113,17
2021-08-09,30.4,78,1.20,12.6,114,23
2021-08-10,31.1,74,0.40,12.0,122,18
2021-08-11,31.9,66,0.00,10.7,152,9
2021-08-12,32.2,62,0.00,9.4,170,7
2021-08-13,32.4,61,0.00,11.0,166,16
2021-08-14,31.9,65,0.60,11.3,141,17
2021-08-15,30.0,74,7.30,18.8,90,20
2021-08-16,31.3,67,0.40,10.5,109,24
2021-08-17,32.6,60,0.00,10.1,165,6
2021-08-18,33.0,54,0.00,10.0,186,10
2021-08-19,33.1,54,0.00,10.1,145,7
2021-08-20,32.4,64,0.10,15.7,121,25
2021-08-21,28.9,73,0.00,20.9,115,72
2021-08-22,28.2,78,0.90,13.3,80,85
2021-08-23,29.6,73,0.00,8.0,91,39
2021-08-24,32.2,66,0.00,14.0,168,28
2021-08-25,33.6,57,0.00,12.1,188,27
2021-08-26,33.3,53,0.00,11.9,202,1
2021-08-27,32.8,57,0.00,11.7,146,8
2021-08-28,31.9,63,0.00,13.7,110,17
2021-08-29,31.3,67,0.10,15.3,115,15
2021-08-30,29.8,73,3.50,18.4,105,18
2021-08-31,29.0,72,4.00,18.6,90,41
2021-09-01,29.4,73,0.80,11.3,110,18
2021-09-02,29.6,73,0.00,10.2,107,10
2021-09-03,28.8,77,5.50,10.3,108,60
2021-09-04,29.4,73,0.00,6.9,92,24
2021-09-05,30.4,70,0.00,10.0,113,8
2021-09-06,31.2,69,0.10,8.2,106,11
2021-09-07,30.8,72,0.70,15.6,112,13
2021-09-08,28.9,79,3.80,14.3,90,77
2021-09-09,28.6,78,5.10,13.9,94,51
2021-09-10,27.2,85,16.10,17.3,95,62
2021-09-11,25.9,87,18.90,19.1,72,68
2021-09-12,25.5,84,2.60,16.4,63,42
2021-09-13,27.1,81,0.00,8.7,33,5
2021-09-14,28.4,79,0.70,9.1,80,10
2021-09-15,29.0,75,0.00,13.8,22,15
2021-09-16,29.4,75,0.00,10.7,238,5
2021-09-17,28.5,74,0.00,15.3,118,14
2021-09-18,28.9,78,0.20,7.9,94,12
2021-09-19,29.3,79,0.60,8.6,66,19
2021-09-20,29.5,78,0.10,7.5,83,29
2021-09-21,28.0,82,13.50,21.6,102,58
2021-09-22,26.9,84,10.00,12.9,105,41
2021-09-23,25.7,86,3.10,13.1,97,39
2021-09-24,26.5,82,0.20,10.5,70,23
2021-09-25,27.9,77,0.10,7.9,304,6
2021-09-26,28.2,76,0.00,7.8,99,4
2021-09-27,28.6,78,0.00,8.0,64,4
2021-09-28,29.0,75,0.00,6.9,78,10
2021-09-29,29.2,73,0.20,9.4,97,14
2021-09-30,28.9,75,0.30,8.6,130,11
2021-10-01,29.0,77,0.60,10.5,111,12
2021-10-02,28.5,78,0.20,11.9,106,22
2021-10-03,29.3,74,1.10,12.0,100,18
2021-10-04,28.4,74,1.70,12.3,85,26
2021-10-05,28.0,75,1.10,11.6,86,15
2021-10-06,28.0,70,0.00,9.2,299,0
2021-10-07,28.0,63,0.00,10.1,268,0
2021-10-08,28.5,64,0.00,10.5,193,0
2021-10-09,28.6,64,0.00,10.5,106,0
2021-10-10,28.9,62,0.00,17.8,141,0
2021-10-11,27.9,57,0.00,20.5,104,2
2021-10-12,26.5,59,0.00,9.8,175,1
2021-10-13,25.2,61,0.00,9.4,320,0
2021-10-14,25.2,56,0.00,10.5,316,0
2021-10-15,25.9,49,0.00,8.0,302,0
2021-10-16,25.9,53,0.00,9.4,233,4
2021-10-17,25.1,63,1.50,16.6,80,36
2021-10-18,23.4,79,1.10,15.9,26,54
2021-10-19,24.8,69,0.00,14.8,299,0
2021-10-20,24.5,60,0.00,9.4,253,0
2021-10-21,24.0,55,0.00,10.2,190,0
2021-10-22,23.8,57,0.00,18.7,170,3
2021-10-23,20.7,79,42.60,27.9,97,63
2021-10-24,19.1,81,2.30,19.8,89,57
2021-10-25,19.3,71,0.00,14.7,344,1
2021-10-26,18.8,68,0.00,9.7,320,1
2021-10-27,19.6,70,0.00,9.9,334,0
2021-10-28,19.8,65,0.00,10.1,323,0
2021-10-29,20.5,63,0.00,8.8,0,0
2021-10-30,21.2,63,0.00,12.0,310,0
2021-10-31,19.6,66,0.00,10.5,356,0
2021-11-01,20.2,65,0.00,16.3,87,6
2021-11-02,20.2,60,0.90,28.7,58,23
2021-11-03,20.2,55,0.00,15.8,30,2
2021-11-04,19.8,62,0.00,8.6,347,1
2021-11-05,20.0,63,0.00,11.6,101,0
2021-11-06,19.7,64,0.00,12.6,308,0
2021-11-07,19.3,60,0.00,8.9,331,0
2021-11-08,19.8,62,0.00,10.2,300,0
2021-11-09,19.6,63,0.00,9.0,342,0
2021-11-10,19.9,65,0.00,9.6,128,0
2021-11-11,19.5,67,0.00,7.6,31,0
2021-11-12,19.8,64,0.00,9.4,290,0
2021-11-13,19.0,59,0.00,10.7,296,0
2021-11-14,18.4,57,0.00,11.2,199,0
2021-11-15,17.1,61,0.00,11.8,311,0
2021-11-16,17.4,59,0.00,9.5,312,0
2021-11-17,17.7,59,0.00,7.3,336,0
2021-11-18,17.5,62,0.00,6.5,283,0
2021-11-19,16.5,69,0.00,10.0,308,0
2021-11-20,16.6,68,0.00,10.4,313,0
2021-11-21,16.6,67,0.00,10.9,319,0
2021-11-22,16.4,63,0.00,15.0,290,0
2021-11-23,15.7,68,0.00,9.7,281,0
2021-11-24,16.9,66,0.00,13.3,101,0
2021-11-25,16.9,70,0.00,10.8,71,2
2021-11-26,17.0,71,0.00,8.9,161,0
2021-11-27,16.2,75,0.00,9.8,97,0
2021-11-28,16.6,74,0.00,10.1,33,0
2021-11-29,16.8,68,0.00,15.0,325,1
2021-11-30,16.0,72,0.00,10.0,273,13
2021-12-01,16.0,71,0.00,7.4,122,68
2021-12-02,16.1,73,0.00,9.7,327,64
2021-12-03,15.5,74,0.00,9.2,32,1
2021-12-04,16.5,74,0.00,9.2,322,1
2021-12-05,16.1,77,0.40,24.3,102,18
2021-12-06,15.5,74,0.00,11.0,354,1
2021-12-07,14.6,72,0.00,10.2,325,14
2021-12-08,14.7,70,0.00,9.2,304,4
2021-12-09,14.8,68,0.00,10.0,326,0
2021-12-10,14.0,73,0.00,10.6,293,0
2021-12-11,13.1,68,0.00,10.2,310,23
2021-12-12,13.5,68,0.00,9.0,73,60
2021-12-13,12.3,76,0.00,9.1,75,24
2021-12-14,12.1,73,0.00,9.5,58,2
2021-12-15,11.8,71,0.00,10.5,327,0
2021-12-16,9.8,78,1.30,10.3,333,10
2021-12-17,9.7,79,0.00,11.9,307,1
2021-12-18,9.4,73,0.00,13.6,297,0
2021-12-19,9.3,73,0.00,9.3,301,28
2021-12-20,10.6,75,1.00,9.7,252,44
2021-12-21,11.3,78,0.00,9.1,95,16
2021-12-22,11.9,79,0.00,7.8,98,47
2021-12-23,12.4,79,0.00,8.7,60,27
2021-12-24,12.1,80,0.00,8.0,54,1
2021-12-25,12.2,84,0.00,6.6,78,52
2021-12-26,11.9,89,0.10,14.3,68,69
2021-12-27,11.7,88,0.00,9.1,54,6
2021-12-28,11.6,74,0.00,11.0,335,0
2021-12-29,10.2,75,0.00,10.8,300,7
2021-12-30,11.9,70,0.00,7.2,187,83
2021-12-31,11.4,77,0.00,11.2,313,39
2022-01-01,11.1,78,0.00,10.1,298,68
2022-01-02,11.2,73,0.00,10.8,331,82
2022-01-03,12.8,71,0.00,11.2,320,98
2022-01-04,13.0,74,0.30,13.5,39,94
2022-01-05,12.5,95,21.20,15.3,102,97
2022-01-06,12.9,91,0.90,15.3,115,67
2022-01-07,13.0,92,25.70,21.8,123,99
2022-01-08,12.9,85,16.30,27.2,180,56
2022-01-09,11.1,86,0.10,9.4,307,37
2022-01-10,10.6,86,0.00,9.7,306,15
2022-01-11,10.5,88,0.00,10.0,305,25
2022-01-12,10.8,79,0.00,9.4,317,40
2022-01-13,10.6,86,0.00,8.4,27,5
2022-01-14,9.6,91,0.00,8.3,91,61
2022-01-15,9.5,87,0.00,8.0,131,100
2022-01-16,9.5,91,0.00,7.4,122,100
2022-01-17,10.0,91,0.10,7.0,90,76
2022-01-18,9.9,90,0.00,10.0,299,66
2022-01-19,11.8,93,4.30,7.6,191,100
2022-01-20,12.4,92,0.40,6.3,253,78
2022-01-21,11.1,89,0.50,11.0,128,67
2022-01-22,11.3,90,18.10,24.1,87,100
2022-01-23,11.9,88,1.30,18.3,136,69
2022-01-24,11.0,88,1.60,8.8,111,54
2022-01-25,10.4,87,0.80,8.9,295,61
2022-01-26,10.4,83,0.00,11.6,294,5
2022-01-27,10.4,76,0.00,12.6,294,0
2022-01-28,10.7,73,0.00,12.3,278,1
2022-01-29,11.9,78,0.00,9.2,235,1
2022-01-30,12.8,78,0.00,11.9,297,26
2022-01-31,12.6,81,0.00,9.3,162,3
2022-02-01,12.6,84,0.00,13.2,323,8
2022-02-02,12.1,80,4.80,17.5,71,58
2022-02-03,11.3,83,3.80,23.9,71,77
2022-02-04,9.5,87,0.00,9.0,59,26
2022-02-05,10.1,87,0.20,7.2,102,45
2022-02-06,11.3,86,0.40,8.7,103,46
2022-02-07,13.2,82,0.10,13.0,40,21
2022-02-08,13.3,76,0.00,9.1,329,7
2022-02-09,13.6,70,0.10,20.9,339,28
2022-02-10,12.8,69,0.00,11.3,316,1
2022-02-11,12.8,69,0.00,17.9,302,5
2022-02-12,13.4,69,0.00,10.9,281,0
2022-02-13,13.8,78,0.00,8.8,118,36
2022-02-14,15.0,75,0.00,9.4,108,30
2022-02-15,14.8,76,0.30,9.0,77,3
2022-02-16,15.2,74,1.30,12.2,40,15
2022-02-17,14.9,71,0.00,9.4,46,9
2022-02-18,14.5,71,0.10,15.8,349,16
2022-02-19,15.0,69,0.00,15.3,297,1
2022-02-20,15.5,56,0.00,22.9,295,0
2022-02-21,16.1,53,0.00,12.9,317,33
2022-02-22,17.4,69,20.80,25.5,101,73
2022-02-23,15.5,78,0.00,21.6,178,34
2022-02-24,14.6,83,1.70,16.4,26,10
2022-02-25,13.8,86,4.50,25.5,46,58
2022-02-26,13.7,83,29.60,26.7,82,46
2022-02-27,13.6,78,0.00,10.7,345,9
2022-02-28,14.5,69,0.00,9.9,292,59
2022-03-01,17.0,71,0.00,14.0,351,46
2022-03-02,17.3,71,0.00,18.7,340,70
2022-03-03,14.9,87,10.20,21.7,354,61
2022-03-04,16.0,79,0.00,13.2,328,25
2022-03-05,17.3,70,0.00,10.7,294,60
2022-03-06,18.7,72,0.00,19.2,65,95
2022-03-07,18.7,70,0.00,19.2,9,44
2022-03-08,19.5,65,0.00,13.9,336,22
2022-03-09,19.0,72,0.00,10.1,337,71
2022-03-10,19.8,66,0.00,13.2,315,40
2022-03-11,19.7,68,0.00,12.9,307,8
2022-03-12,21.7,63,0.00,10.8,311,24
2022-03-13,23.0,67,0.00,9.8,311,2
2022-03-14,23.3,73,0.00,9.5,94,1
2022-03-15,24.6,73,0.00,11.3,302,1
2022-03-16,26.1,56,0.00,19.2,301,0
2022-03-17,25.8,58,0.00,11.5,9,2
2022-03-18,26.1,73,0.00,17.8,113,1
2022-03-19,26.4,74,0.00,19.6,85,0
2022-03-20,24.6,73,1.30,37.6,37,10
2022-03-21,24.2,66,0.00,10.5,333,1
2022-03-22,24.6,54,0.00,17.9,305,1
2022-03-23,24.2,58,0.00,13.6,110,19
2022-03-24,24.7,49,0.00,16.8,26,9
2022-03-25,23.8,47,0.00,13.3,325,2
2022-03-26,24.2,46,0.00,17.7,307,0
2022-03-27,24.5,52,0.00,11.5,115,0
2022-03-28,26.2,53,0.00,16.1,129,0
2022-03-29,25.5,60,0.00,10.1,91,0
2022-03-30,26.1,53,0.00,12.5,107,0
2022-03-31,26.0,49,0.00,12.7,345,0
2022-04-01,26.2,28,0.00,12.6,305,0
2022-04-02,25.9,40,0.00,16.5,121,0
2022-04-03,26.3,41,0.00,13.7,91,0
2022-04-04,26.8,41,0.00,12.2,331,28
2022-04-05,27.4,32,0.00,11.7,318,25
2022-04-06,28.1,31,0.00,13.7,322,0
2022-04-07,29.6,27,0.00,12.4,296,0
2022-04-08,29.2,29,0.00,11.3,48,0
2022-04-09,28.8,41,0.00,13.3,77,8
2022-04-10,29.6,36,0.00,13.0,339,0
2022-04-11,31.1,29,0.00,13.8,115,76
2022-04-12,30.9,28,0.00,13.7,137,63
2022-04-13,29.9,26,0.00,20.0,82,8
2022-04-14,28.0,34,0.00,21.1,56,34
2022-04-15,28.0,33,0.00,21.9,359,26
2022-04-16,29.0,30,0.00,15.1,38,3
2022-04-17,29.2,32,0.00,12.6,74,39
2022-04-18,30.5,33,0.00,17.5,85,24
2022-04-19,31.4,27,0.00,16.6,351,38
2022-04-20,30.6,28,0.20,16.3,309,22
2022-04-21,29.6,29,0.20,29.5,75,36
2022-04-22,28.1,35,0.00,14.9,3,8
2022-04-23,29.1,29,0.00,15.3,354,8
2022-04-24,29.0,31,0.00,16.9,320,33
2022-04-25,30.0,28,0.30,27.4,338,24
2022-04-26,30.4,27,0.00,14.7,359,1
2022-04-27,31.5,26,0.00,13.4,306,5
2022-04-28,32.6,25,0.00,12.6,176,12
2022-04-29,33.8,22,0.00,18.2,26,10
2022-04-30,33.4,25,0.00,15.1,323,5
2022-05-01,33.0,26,0.00,20.9,88,16
2022-05-02,33.3,31,0.00,29.8,112,20
2022-05-03,33.1,32,0.00,15.5,125,14
2022-05-04,29.1,42,0.00,21.6,124,32
2022-05-05,30.1,39,0.00,16.9,314,3
2022-05-06,30.9,31,0.00,14.5,339,9
2022-05-07,31.3,33,0.00,14.4,336,2
